estado,semanaEpi,casosNovos_sum,casosNovos_mean,obitosNovos_sum,obitosNovos_mean
PA,22,2140,2.1083743842364533,34,0.033497536945812804
PA,23,3156,3.10935960591133,54,0.053201970443349754
PA,24,2906,2.8630541871921182,40,0.03940886699507389
PA,25,3672,3.617733990147783,36,0.035467980295566505
PA,26,6600,6.502463054187192,34,0.033497536945812804
PA,27,7674,7.560591133004926,20,0.019704433497536946
PA,28,13700,13.497536945812808,26,0.02561576354679803
PA,29,6600,11.379310344827585,18,0.03103448275862069
PA,52,110,0.7586206896551724,4,0.027586206896551724
PB,1,1724,1.0946031746031746,18,0.011428571428571429
PB,2,5610,3.5619047619047617,16,0.010158730158730159
PB,3,17822,11.315555555555555,36,0.022857142857142857
PB,4,34018,21.59873015873016,126,0.08
PB,5,45744,29.043809523809525,192,0.1219047619047619
PB,6,45174,28.68190476190476,284,0.18031746031746032
PB,7,39628,25.16063492063492,186,0.1180952380952381
PB,8,28678,18.208253968253967,108,0.06857142857142857
PB,9,10370,6.584126984126984,90,0.05714285714285714
PB,10,15074,9.57079365079365,56,0.035555555555555556
PB,11,10840,6.882539682539683,38,0.02412698412698413
PB,12,5012,3.1822222222222223,30,0.01904761904761905
PB,13,6174,3.92,14,0.008888888888888889
PB,14,3850,2.4444444444444446,6,0.0038095238095238095
PB,15,1904,1.208888888888889,0,0.0
PB,16,2036,1.2926984126984127,10,0.006349206349206349
PB,17,1554,0.9866666666666667,14,0.008888888888888889
PB,18,1284,0.8152380952380952,10,0.006349206349206349
PB,19,1352,0.8584126984126984,2,0.0012698412698412698
PB,20,896,0.5688888888888889,4,0.0025396825396825397
PB,21,2322,1.4742857142857142,6,0.0038095238095238095
PB,22,1344,0.8533333333333334,0,0.0
PB,23,4246,2.695873015873016,10,0.006349206349206349
PB,24,4896,3.1085714285714285,2,0.0012698412698412698
PB,25,9804,6.2247619047619045,36,0.022857142857142857
PB,26,12304,7.812063492063492,36,0.022857142857142857
PB,27,15924,10.11047619047619,42,0.02666666666666667
PB,28,13792,8.756825396825397,50,0.031746031746031744
PB,29,4652,5.168888888888889,34,0.03777777777777778
PB,52,352,1.5644444444444445,2,0.008888888888888889
PE,1,5938,4.536287242169595,94,0.0718105423987777
PE,2,11820,9.029793735676089,86,0.06569900687547746
PE,3,24892,19.016042780748663,74,0.05653170359052712
PE,4,55764,42.60045836516425,92,0.07028265851795264
PE,5,66848,51.067990832696715,190,0.14514896867838045
PE,6,62060,47.41023682200153,196,0.1497326203208556
PE,7,69096,52.78533231474408,230,0.17570664629488159
PE,8,68468,52.30557677616501,246,0.18792971734148206
PE,9,39620,30.267379679144383,172,0.13139801375095492
PE,10,33348,25.475935828877006,128,0.09778456837280367
PE,11,29616,22.624904507257448,130,0.09931245225362872
PE,12,23324,17.818181818181817,164,0.1252864782276547
PE,13,18296,13.977081741787623,150,0.11459129106187929
PE,14,14898,11.381207028265852,98,0.0748663101604278
PE,15,11810,9.022154316271964,104,0.07944996180290298
PE,16,8518,6.507257448433919,70,0.053475935828877004
PE,17,10854,8.291825821237586,68,0.05194805194805195
PE,18,7484,5.717341482047364,72,0.05500381970970206
PE,19,7178,5.483575248281131,48,0.03666921313980138
PE,20,3110,2.375859434682964,52,0.03972498090145149
PE,21,8048,6.1482047364400305,54,0.04125286478227655
PE,22,8356,6.383498854087089,58,0.04430863254392666
PE,23,11938,9.119938884644768,58,0.04430863254392666
PE,24,17358,13.260504201680673,68,0.05194805194805195
PE,25,21898,16.728800611153552,72,0.05500381970970206
PE,26,32330,24.698242933537053,70,0.053475935828877004
PE,27,33478,25.575248281130634,78,0.059587471352177235
PE,28,26132,19.963330786860197,90,0.06875477463712758
PE,29,9520,12.727272727272727,48,0.06417112299465241
PE,52,412,2.2032085561497325,14,0.0748663101604278
PI,1,19814,12.52465233881163,40,0.025284450063211124
PI,2,884,0.5587863463969659,34,0.021491782553729456
PI,3,-13488,-8.52591656131479,62,0.039190897597977246
PI,4,7782,4.919089759797725,42,0.02654867256637168
PI,5,16136,10.199747155499368,144,0.09102402022756005
PI,6,13560,8.571428571428571,180,0.11378002528445007
PI,7,10430,6.592920353982301,146,0.0922882427307206
PI,8,6002,3.7939317319848294,82,0.051833122629582805
PI,9,1728,1.0922882427307206,78,0.0493046776232617
PI,10,1272,0.8040455120101138,38,0.02402022756005057
PI,11,1322,0.8356510745891277,32,0.020227560050568902
PI,12,636,0.4020227560050569,12,0.007585335018963337
PI,13,382,0.24146649810366624,18,0.011378002528445006
PI,14,370,0.23388116308470291,6,0.0037926675094816687
PI,15,192,0.1213653603034134,6,0.0037926675094816687
PI,16,78,0.0493046776232617,0,0.0
PI,17,16,0.010113780025284451,2,0.0012642225031605564
PI,18,22,0.01390644753476612,0,0.0
PI,19,36,0.022756005056890013,6,0.0037926675094816687
PI,20,20,0.012642225031605562,8,0.0050568900126422255
PI,21,32,0.020227560050568902,6,0.0037926675094816687
PI,22,32,0.020227560050568902,0,0.0
PI,23,290,0.18331226295828065,4,0.0025284450063211127
PI,24,264,0.16687737041719342,2,0.0012642225031605564
PI,25,5532,3.4968394437420987,22,0.01390644753476612
PI,26,4702,2.972187104930468,14,0.008849557522123894
PI,27,6582,4.160556257901391,44,0.02781289506953224
PI,28,7216,4.561314791403287,74,0.04677623261694058
PI,29,3162,3.497787610619469,34,0.03761061946902655
PI,52,64,0.2831858407079646,0,0.0
PR,1,54850,19.540434627716422,46,0.016387602422515142
PR,2,134972,48.08407552547203,38,0.013537584609903812
PR,3,220302,78.48307801923762,102,0.03633772711079444
PR,4,275936,98.30281439258995,406,0.14463840399002495
PR,5,276400,98.46811542572141,476,0.16957605985037408
PR,6,213022,75.88956180976132,640,0.2280014250089063
PR,7,163430,58.22230138938368,594,0.21161382258639116
PR,8,113218,40.33416458852868,482,0.17171357320983255
PR,9,59678,21.26042037762736,386,0.1375133594584966
PR,10,50090,17.844674029212683,362,0.12896330602066264
PR,11,32052,11.41859636622729,290,0.10331314570716067
PR,12,22388,7.9757748485928035,188,0.06697541859636623
PR,13,20758,7.395083719273245,78,0.027787673672960457
PR,14,18006,6.414677591734948,90,0.03206270039187745
PR,15,15460,5.507659422871393,114,0.04061275382971143
PR,16,16716,5.9551122194513715,80,0.028500178126113287
PR,17,25650,9.137869611685073,52,0.018525115781973637
PR,18,30180,10.751692198076238,78,0.027787673672960457
PR,19,37266,13.276095475596723,102,0.03633772711079444
PR,20,42386,15.100106875667972,112,0.0399002493765586
PR,21,21536,7.672247951549697,140,0.04987531172069826
PR,22,54212,19.31314570716067,164,0.05842536515853224
PR,23,43124,15.363021018881367,148,0.052725329533309585
PR,24,33224,11.836123975774848,104,0.037050231563947274
PR,25,44682,15.918061987887425,252,0.08977556109725686
PR,26,45052,16.049875311720697,334,0.11898824367652298
PR,27,36402,12.9682935518347,424,0.15105094406840042
PR,28,32910,11.724260776629855,372,0.13252582828642678
PR,29,13660,8.516209476309227,168,0.10473815461346633
PR,52,1308,3.2618453865336656,0,0.0
RJ,1,59264,90.06686930091185,116,0.1762917933130699
RJ,2,112454,170.90273556231003,98,0.14893617021276595
RJ,3,326710,496.5197568389058,190,0.2887537993920973
RJ,4,291642,443.22492401215806,350,0.5319148936170213
RJ,5,210214,319.4741641337386,714,1.0851063829787233
RJ,6,123902,188.30091185410333,1134,1.7234042553191489
RJ,7,90184,137.05775075987842,1010,1.534954407294833
RJ,8,67546,102.65349544072949,890,1.3525835866261398
RJ,9,34810,52.90273556231003,448,0.6808510638297872
RJ,10,50136,76.19452887537994,466,0.7082066869300911
RJ,11,44576,67.74468085106383,568,0.8632218844984803
RJ,12,40154,61.02431610942249,372,0.5653495440729484
RJ,13,27928,42.443768996960486,416,0.6322188449848024
RJ,14,31610,48.03951367781155,362,0.5501519756838906
RJ,15,17706,26.908814589665653,178,0.270516717325228
RJ,16,29186,44.35562310030395,158,0.24012158054711247
RJ,17,17258,26.227963525835865,460,0.6990881458966566
RJ,18,19590,29.772036474164135,212,0.3221884498480243
RJ,19,24134,36.67781155015197,178,0.270516717325228
RJ,20,12490,18.981762917933132,188,0.2857142857142857
RJ,21,31278,47.53495440729483,142,0.21580547112462006
RJ,22,47948,72.8693009118541,66,0.10030395136778116
RJ,23,69850,106.15501519756839,80,0.12158054711246201
RJ,24,62744,95.35562310030394,174,0.26443768996960487
RJ,25,83348,126.66869300911854,192,0.2917933130699088
RJ,26,78376,119.11246200607903,208,0.3161094224924012
RJ,27,62208,94.54103343465046,262,0.3981762917933131
RJ,28,50730,77.09726443768997,346,0.5258358662613982
RJ,29,24612,65.45744680851064,186,0.4946808510638298
RJ,52,56,0.5957446808510638,10,0.10638297872340426
RN,1,5464,4.61876584953508,24,0.02028740490278952
RN,2,7854,6.6390532544378695,30,0.0253592561284869
RN,3,18620,15.7396449704142,72,0.060862214708368556
RN,4,40368,34.12341504649197,122,0.10312764158918004
RN,5,33770,28.546069315300084,188,0.15891800507185122
RN,6,31918,26.98055790363483,198,0.16737109044801352
RN,7,24698,20.877430262045646,198,0.16737109044801352
RN,8,16944,14.3229078613694,118,0.09974640743871513
RN,9,6162,5.208791208791209,32,0.027049873203719356
RN,10,9020,7.624683009298394,62,0.052409129332206254
RN,11,15446,13.056635672020287,36,0.030431107354184278
RN,12,6258,5.289940828402367,12,0.01014370245139476
RN,13,4112,3.4759087066779375,8,0.006762468300929839
RN,14,5418,4.579881656804734,62,0.052409129332206254
RN,15,2956,2.4987320371935757,12,0.01014370245139476
RN,16,1524,1.2882502113271344,20,0.0169061707523246
RN,17,1588,1.3423499577345732,12,0.01014370245139476
RN,18,700,0.591715976331361,42,0.03550295857988166
RN,19,1016,0.8588334742180896,0,0.0
RN,20,564,0.47675401521555366,2,0.0016906170752324597
RN,21,1744,1.474218089602705,10,0.0084530853761623
RN,22,4144,3.502958579881657,18,0.015215553677092139
RN,23,6452,5.453930684699915,12,0.01014370245139476
RN,24,8752,7.3981403212172445,12,0.01014370245139476
RN,25,13200,11.158072696534235,36,0.030431107354184278
RN,26,13538,11.44378698224852,62,0.052409129332206254
RN,27,13568,11.469146238377007,24,0.02028740490278952
RN,28,10978,9.279797125950973,44,0.037193575655114115
RN,29,3806,5.6301775147929,40,0.05917159763313609
RN,52,300,1.7751479289940828,0,0.0
RO,1,3240,8.571428571428571,54,0.14285714285714285
RO,2,7540,19.947089947089946,50,0.13227513227513227
RO,3,20140,53.28042328042328,34,0.08994708994708994
RO,4,27814,73.58201058201058,42,0.1111111111111111
RO,5,35042,92.70370370370371,72,0.19047619047619047
RO,6,31452,83.2063492063492,72,0.19047619047619047
RO,7,24240,64.12698412698413,202,0.5343915343915344
RO,8,25744,68.1058201058201,114,0.30158730158730157
RO,9,13222,34.97883597883598,68,0.17989417989417988
RO,10,9296,24.59259259259259,52,0.13756613756613756
RO,11,7284,19.26984126984127,46,0.12169312169312169
RO,12,9240,24.444444444444443,64,0.1693121693121693
RO,13,6358,16.82010582010582,18,0.047619047619047616
RO,14,3194,8.44973544973545,20,0.05291005291005291
RO,15,3092,8.17989417989418,4,0.010582010582010581
RO,16,5074,13.423280423280424,12,0.031746031746031744
RO,17,1956,5.174603174603175,8,0.021164021164021163
RO,18,1408,3.7248677248677247,6,0.015873015873015872
RO,19,1714,4.534391534391534,14,0.037037037037037035
RO,20,454,1.2010582010582012,-2,-0.005291005291005291
RO,21,940,2.486772486772487,4,0.010582010582010581
RO,22,1734,4.587301587301587,8,0.021164021164021163
RO,23,3380,8.941798941798941,10,0.026455026455026454
RO,24,3626,9.592592592592593,4,0.010582010582010581
RO,25,8302,21.962962962962962,20,0.05291005291005291
RO,26,12414,32.84126984126984,28,0.07407407407407407
RO,27,17236,45.597883597883595,18,0.047619047619047616
RO,28,12496,33.05820105820106,30,0.07936507936507936
RO,29,8148,37.72222222222222,14,0.06481481481481481
RO,52,68,1.2592592592592593,6,0.1111111111111111
RR,1,1594,13.394957983193278,0,0.0
RR,2,5286,44.42016806722689,0,0.0
RR,3,7754,65.15966386554622,16,0.13445378151260504
RR,4,10450,87.81512605042016,20,0.16806722689075632
RR,5,7952,66.82352941176471,18,0.15126050420168066
RR,6,5192,43.63025210084034,14,0.11764705882352941
RR,7,6508,54.6890756302521,24,0.20168067226890757
RR,8,3508,29.478991596638654,14,0.11764705882352941
RR,9,1556,13.07563025210084,6,0.05042016806722689
RR,10,1152,9.680672268907562,10,0.08403361344537816
RR,11,478,4.016806722689076,10,0.08403361344537816
RR,12,496,4.168067226890757,0,0.0
RR,13,282,2.369747899159664,2,0.01680672268907563
RR,14,132,1.1092436974789917,2,0.01680672268907563
RR,15,220,1.8487394957983194,2,0.01680672268907563
RR,16,50,0.42016806722689076,0,0.0
RR,17,120,1.0084033613445378,2,0.01680672268907563
RR,18,148,1.2436974789915967,6,0.05042016806722689
RR,19,150,1.2605042016806722,0,0.0
RR,20,100,0.8403361344537815,2,0.01680672268907563
RR,21,190,1.596638655462185,0,0.0
RR,22,192,1.6134453781512605,0,0.0
RR,23,320,2.689075630252101,0,0.0
RR,24,406,3.411764705882353,0,0.0
RR,25,2522,21.19327731092437,0,0.0
RR,26,7024,59.02521008403362,2,0.01680672268907563
RR,27,9524,80.03361344537815,0,0.0
RR,28,6598,55.445378151260506,2,0.01680672268907563
RR,29,2738,40.26470588235294,8,0.11764705882352941
RR,52,0,0.0,0,0.0
RS,1,45824,13.118809046664758,74,0.02118522759805325
RS,2,103716,29.692527912968796,80,0.022902948754652163
RS,3,217422,62.24506155167478,228,0.06527340395075866
RS,4,247200,70.77011165187518,436,0.12482107071285428
RS,5,218694,62.609218436873746,616,0.17635270541082165
RS,6,178284,51.04036644718008,810,0.23189235614085313
RS,7,159218,45.582021185227596,632,0.18093329516175208
RS,8,119328,34.16203836243916,754,0.21586029201259663
RS,9,63216,18.09791010592614,458,0.1311193816203836
RS,10,63670,18.22788434010879,440,0.1259662181505869
RS,11,48378,13.849985685657028,334,0.09561981105067277
RS,12,46710,13.372459204122531,220,0.06298310907529345
RS,13,35388,10.131119381620383,202,0.05782994560549671
RS,14,31942,9.144574864013741,138,0.03950758660177498
RS,15,24496,7.0128829086744915,100,0.0286286859433152
RS,16,26056,7.459490409390209,98,0.028056112224448898
RS,17,30022,8.59490409390209,80,0.022902948754652163
RS,18,33198,9.504151159461781,80,0.022902948754652163
RS,19,46462,13.301460062983109,98,0.028056112224448898
RS,20,32390,9.272831377039793,116,0.03320927569424564
RS,21,66396,19.008302318923562,98,0.028056112224448898
RS,22,61676,17.657028342399084,150,0.0429430289149728
RS,23,57258,16.392212997423417,322,0.09218436873747494
RS,24,42538,12.178070426567421,224,0.06412825651302605
RS,25,50110,14.345834526195247,256,0.07328943601488691
RS,26,46296,13.253936444317207,182,0.052104208416833664
RS,27,46878,13.4205553965073,254,0.07271686229602062
RS,28,45482,13.02089894073862,204,0.05840251932436301
RS,29,19872,9.955911823647295,94,0.047094188376753505
RS,52,0,0.0,0,0.0
SC,1,34674,16.67821067821068,72,0.03463203463203463
SC,2,75300,36.21933621933622,88,0.042328042328042326
SC,3,125290,60.264550264550266,186,0.08946608946608947
SC,4,148488,71.42279942279943,362,0.17412217412217412
SC,5,122246,58.8003848003848,444,0.21356421356421357
SC,6,95436,45.904761904761905,414,0.19913419913419914
SC,7,77844,37.44300144300144,416,0.2000962000962001
SC,8,59612,28.673400673400675,336,0.16161616161616163
SC,9,36176,17.4006734006734,208,0.10004810004810005
SC,10,31404,15.105339105339105,206,0.09908609908609908
SC,11,26290,12.645502645502646,124,0.059644059644059645
SC,12,21440,10.312650312650312,64,0.030784030784030785
SC,13,15290,7.354497354497354,42,0.020202020202020204
SC,14,12458,5.9923039923039925,66,0.031746031746031744
SC,15,13748,6.6127946127946124,40,0.01924001924001924
SC,16,11050,5.315055315055315,38,0.01827801827801828
SC,17,12066,5.803751803751804,70,0.03367003367003367
SC,18,12872,6.191438191438191,14,0.006734006734006734
SC,19,16692,8.028860028860029,46,0.022126022126022125
SC,20,12614,6.0673400673400675,18,0.008658008658008658
SC,21,26020,12.515632515632516,56,0.026936026936026935
SC,22,25750,12.385762385762385,50,0.02405002405002405
SC,23,24166,11.623857623857624,76,0.03655603655603656
SC,24,19174,9.222703222703222,52,0.025012025012025013
SC,25,25936,12.475228475228475,96,0.046176046176046176
SC,26,25198,12.12025012025012,132,0.06349206349206349
SC,27,23470,11.28908128908129,90,0.04329004329004329
SC,28,24424,11.747955747955748,106,0.05098605098605099
SC,29,8920,7.508417508417509,56,0.04713804713804714
SC,52,670,2.255892255892256,4,0.013468013468013467
SE,1,552,1.0241187384044528,8,0.014842300556586271
SE,2,2166,4.0185528756957325,8,0.014842300556586271
SE,3,6150,11.410018552875696,14,0.025974025974025976
SE,4,14652,27.183673469387756,34,0.06307977736549165
SE,5,25412,47.14656771799629,74,0.137291280148423
SE,6,20624,38.26345083487941,80,0.14842300556586271
SE,7,9248,17.15769944341373,88,0.16326530612244897
SE,8,4666,8.656771799628942,68,0.1261595547309833
SE,9,1776,3.2949907235621523,44,0.08163265306122448
SE,10,2444,4.534322820037106,36,0.06679035250463822
SE,11,2744,5.090909090909091,26,0.04823747680890538
SE,12,2658,4.9313543599257885,20,0.03710575139146568
SE,13,2216,4.111317254174397,28,0.05194805194805195
SE,14,1042,1.9332096474953617,24,0.04452690166975881
SE,15,362,0.6716141001855288,12,0.022263450834879406
SE,16,222,0.41187384044526903,6,0.011131725417439703
SE,17,142,0.2634508348794063,2,0.0037105751391465678
SE,18,136,0.2523191094619666,2,0.0037105751391465678
SE,19,220,0.40816326530612246,2,0.0037105751391465678
SE,20,218,0.4044526901669759,2,0.0037105751391465678
SE,21,152,0.2820037105751391,4,0.0074211502782931356
SE,22,178,0.3302411873840445,0,0.0
SE,23,370,0.686456400742115,4,0.0074211502782931356
SE,24,744,1.3803339517625233,6,0.011131725417439703
SE,25,2108,3.910946196660482,4,0.0074211502782931356
SE,26,3522,6.534322820037106,10,0.01855287569573284
SE,27,6226,11.551020408163266,16,0.029684601113172542
SE,28,6376,11.829313543599257,32,0.059369202226345084
SE,29,3260,10.584415584415584,22,0.07142857142857142
SE,52,16,0.2077922077922078,0,0.0
SP,1,29288,6.466769706336939,314,0.06933097814086996
SP,2,54064,11.937293000662399,674,0.1488187237800839
SP,3,94160,20.790461470523294,1206,0.2662839478913667
SP,4,186270,41.128284389489956,3014,0.6654890704349746
SP,5,203586,44.951644954736146,3438,0.7591079708544932
SP,6,195408,43.14594833296533,3810,0.8412453080150144
SP,7,182980,40.40185471406492,3386,0.7476264075954957
SP,8,163204,36.03532788695076,2764,0.6102892470744093
SP,9,93290,20.598366085228527,1518,0.33517332744535216
SP,10,132202,29.19010819165379,1622,0.3581364539633473
SP,11,106742,23.568558180613824,1130,0.24950320158975492
SP,12,102694,22.67476264075955,912,0.201368955619342
SP,13,85516,18.881872378008392,752,0.16604106866858026
SP,14,71596,15.808346213292117,446,0.0984764848752484
SP,15,60980,13.464340914109075,282,0.0622654007507176
SP,16,50794,11.215279311106205,306,0.06756458379333186
SP,17,52978,11.697504967984102,446,0.0984764848752484
SP,18,65974,14.567012585559727,232,0.051225436078604546
SP,19,50546,11.160521086332524,660,0.14572753367189226
SP,20,24048,5.309781408699492,390,0.08611172444248179
SP,21,80278,17.725325678957827,698,0.15411790682269816
SP,22,55916,12.346213292117465,404,0.08920291455067343
SP,23,127100,28.06359019651137,842,0.18591300507838374
SP,24,80376,17.746964009715168,632,0.13954515345550894
SP,25,101542,22.420401854714065,896,0.19783616692426584
SP,26,112020,24.733936851402074,910,0.2009273570324575
SP,27,111512,24.621770810333405,1014,0.22389048355045263
SP,28,94004,20.7560167807463,970,0.21417531463899314
SP,29,40520,15.656877897990727,460,0.1777434312210201
SP,52,722,1.1159196290571871,16,0.02472952086553323
TO,1,6376,6.459979736575481,24,0.0243161094224924
TO,2,8822,8.938196555217832,32,0.03242147922998987
TO,3,21974,22.26342451874367,32,0.03242147922998987
TO,4,26786,27.138804457953395,28,0.028368794326241134
TO,5,25690,26.02836879432624,42,0.0425531914893617
TO,6,17596,17.82776089159068,56,0.05673758865248227
TO,7,11332,11.481256332320163,80,0.08105369807497467
TO,8,7086,7.179331306990881,40,0.040526849037487336
TO,9,2004,2.0303951367781155,12,0.0121580547112462
TO,10,3104,3.144883485309017,38,0.03850050658561297
TO,11,1408,1.426545086119554,18,0.0182370820668693
TO,12,1710,1.7325227963525835,4,0.004052684903748734
TO,13,1174,1.1894630192502533,8,0.008105369807497468
TO,14,1052,1.065856129685917,2,0.002026342451874367
TO,15,320,0.3242147922998987,2,0.002026342451874367
TO,16,862,0.8733535967578521,2,0.002026342451874367
TO,17,470,0.47619047619047616,8,0.008105369807497468
TO,18,480,0.48632218844984804,0,0.0
TO,19,876,0.8875379939209727,6,0.0060790273556231
TO,20,736,0.745694022289767,0,0.0
TO,21,1264,1.2806484295846,2,0.002026342451874367
TO,22,1804,1.827760891590679,0,0.0
TO,23,408,0.4133738601823708,0,0.0
TO,24,3944,3.9959473150962515,0,0.0
TO,25,5048,5.114488348530902,2,0.002026342451874367
TO,26,20306,20.573454913880447,20,0.020263424518743668
TO,27,12422,12.585612968591692,2,0.002026342451874367
TO,28,9914,10.044579533941237,6,0.0060790273556231
TO,29,4148,7.3546099290780145,16,0.028368794326241134
TO,52,0,0.0,0,0.0
